job_grouped,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,nr_employed,y,date,latitude,longitude,id_,year,age_iterative,euribor3m_iterative,Income,Kid_Home,Teen_Home,Dt_Customer,Num_Web_Visits_Month,Join_Year,Customer_tenure_days,Customer_tenure_years,High_web_visit_flag,Web_engagement_score,Web_visit_intensity,Tenure_vs_campaign_effort,duration_norm,Engagement_score_total,Overall_interaction_score,Contact_effort_ratio,Avg_duration_per_contact,Web_activity_per_contact
administrative,divorced,university degree,0.0,1.0,0.0,telephone,176,4,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2019-06-07,42.478,-97.199,467e2c97-e5de-48e7-b817-f71123826606,2019,46.0,4.9,134813,1,0,2012-01-24,25,2012,2691.0,7.372602739726028,0,0.7741935483870968,3.3909327387588255,0.5425492382014121,0.03578690524603497,0.8099804536331318,1.352529691834544,4.0,44.0,6.25
manual,single,basic 4y,0.0,1.0,1.0,telephone,196,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-02-05,24.438,-79.404,bc52fe4c-abed-4d11-a316-b3fb2da8e22a,2016,26.0,4.9,131922,2,1,2012-11-16,10,2012,1176.0,3.221917808219178,0,0.2903225806451613,3.1037414965986394,0.31037414965986393,0.03985359902399349,0.3301761796691548,0.6405503293290187,1.0,196.0,10.0
manual,married,high school,0.0,1.0,0.0,telephone,85,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-07-20,26.222,-123.022,c030040b-6e2d-44d6-a6f5-7ba4eeddaad5,2017,40.27111076831546,4.9,103877,2,0,2012-07-13,12,2012,1833.0,5.021917808219178,0,0.3548387096774194,2.3895253682487727,0.19912711402073105,0.01728344855632371,0.37212215823374306,0.5712492722544741,1.0,85.0,12.0
manual,married,basic 9y,,0.0,0.0,telephone,91,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-09-21,39.217,-104.751,8a0891b6-752e-4793-ae29-71094060f9aa,2016,35.0,4.9,21686,1,0,2012-07-25,28,2012,1519.0,4.161643835616438,1,0.8709677419354839,6.728110599078342,0.4805793285055958,0.018503456689711265,0.8894711986251952,1.370050527130791,2.0,45.5,14.0
technical,divorced,high school,0.0,0.0,0.0,telephone,172,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-03-29,43.226,-77.396,ed65b9a3-9fa8-4d41-ae1b-6259efe9ab87,2015,40.0,3.645733577343351,128749,2,0,2012-03-04,15,2012,1120.0,3.0684931506849313,0,0.45161290322580644,4.888392857142858,0.6517857142857143,0.03497356649044327,0.4865864697162497,1.138372184001964,2.0,86.0,7.5
manual,married,basic 9y,0.0,0.0,0.0,telephone,252,2,999,0,nonexistent,1.1,93.57305838369116,-36.4,5191,no,2018-06-27,28.026,-120.893,1201abb1-e803-437e-8698-10c54ebc8662,2018,30.0,4.9,121279,0,0,2012-07-11,22,2012,2177.0,5.964383561643835,0,0.6774193548387096,3.6885622416169044,0.3353238401469913,0.05124034160227735,0.7286596964409869,1.0639835365879782,2.0,126.0,11.0
technical,married,professional course,0.0,1.0,0.0,telephone,265,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2019-04-27,27.573,-68.265,d18dc945-3fa1-4c9a-a7b3-2ea0c508897e,2019,30.0,4.9,137806,0,0,2012-07-24,27,2012,2468.0,6.761643835616439,1,0.8387096774193549,3.9931118314424636,0.14789303079416533,0.053883692557950384,0.8925933699773052,1.0404864007714705,1.0,265.0,27.0
technical,married,university degree,,0.0,0.0,telephone,899,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-06-18,49.308,-68.103,11cafb76-58d9-42ff-a40f-c25fd103bf59,2017,35.0,4.9,37152,2,2,2012-02-20,2,2012,1945.0,5.328767123287672,0,0.03225806451612903,0.37532133676092544,0.18766066838046272,0.18279788531923546,0.2150559498353645,0.4027166182158272,1.0,899.0,2.0
manual,married,basic 9y,,1.0,0.0,telephone,588,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-12-16,45.794,-83.924,dcf82a3d-f369-4bbe-afc8-ae6e97c03732,2017,36.0,4.9,121122,0,1,2012-01-08,20,2012,2169.0,5.942465753424657,0,0.6129032258064516,3.3656062701705856,0.3365606270170586,0.11956079707198047,0.732464022878432,1.0690246498954905,2.0,294.0,10.0
manual,single,high school,0.0,0.0,0.0,telephone,393,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-05-03,43.969,-107.988,ce49bd24-9c13-4671-ae0c-bbe833ec4d2d,2017,27.0,4.9,150303,1,1,2012-04-22,28,2012,1837.0,5.032876712328767,1,0.8709677419354839,5.563418617310832,0.19869352204681545,0.0799105327368849,0.9508782746723687,1.1495717967191843,1.0,393.0,28.0
technical,single,university degree,,0.0,0.0,telephone,857,1,999,0,nonexistent,1.1,94.0,-36.4,5191,yes,2017-01-15,35.32,-77.187,df932bab-d4de-433a-b1c8-fe003f784e5c,2017,32.0,4.9,153291,0,0,2012-10-17,17,2012,1551.0,4.249315068493151,0,0.5161290322580645,4.000644745325596,0.23533204384268214,0.17425782838552256,0.690386860643587,0.9257189044862691,1.0,857.0,17.0
technical,divorced,basic 6y,0.0,1.0,0.0,telephone,205,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2019-07-31,33.098,-72.794,e2682a78-33ff-4e2a-b53f-1b87338842b2,2019,26.0,4.9,157870,2,2,2012-09-29,19,2012,2496.0,6.838356164383562,0,0.5806451612903226,2.7784455128205128,0.2924679487179487,0.04168361122407483,0.6223287725143974,0.9147967212323461,2.0,102.5,9.5
administrative,married,high school,0.0,,,telephone,164,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-08-12,27.673,-106.457,f0db76e4-1b5e-49d9-b8e5-f689913eb44b,2018,43.0,3.6955368031340408,46960,1,2,2012-06-02,12,2012,2262.0,6.197260273972603,0,0.3548387096774194,1.936339522546419,0.32272325375773653,0.03334688897925986,0.38818559865667923,0.7109088524144158,2.0,82.0,6.0
management,married,university degree,0.0,,,telephone,178,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2019-07-04,39.533,-73.867,106701b9-413f-47c6-9ef6-b81f12456b7b,2019,30.0,4.9,10141,2,1,2012-08-31,1,2012,2498.0,6.843835616438356,0,0.0,0.14611689351481186,0.14611689351481186,0.036193574623830826,0.036193574623830826,0.18231046813864268,1.0,178.0,1.0
technical,single,university degree,0.0,0.0,0.0,telephone,127,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-08-08,45.077,-73.921,06a7a433-33f2-4aa4-a107-a4ed9cce04cd,2015,33.0,4.9,44397,2,2,2012-10-22,19,2012,1020.0,2.7945205479452055,0,0.5806451612903226,6.799019607843137,0.35784313725490197,0.0258235054900366,0.6064686667803593,0.9643118040352612,1.0,127.0,19.0
not_working,married,high school,0.0,0.0,1.0,telephone,38,12,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-09-17,25.943,-102.352,fee18653-c255-4b5d-b34b-2f21eb87b282,2016,50.0,4.9,112373,1,2,2012-11-22,25,2012,1395.0,3.8219178082191783,0,0.7741935483870968,6.541218637992832,3.139784946236559,0.0077267181781211875,0.781920266565218,3.921705212801777,12.0,3.1666666666666665,2.0833333333333335
technical,married,professional course,0.0,0.0,0.0,telephone,127,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-02-21,48.704,-88.128,9baf48d3-9c04-4780-addb-be4e51f5a89c,2015,38.0,4.9,8353,2,2,2012-09-03,13,2012,901.0,2.4684931506849317,0,0.3870967741935484,5.266370699223085,0.8102108768035515,0.0258235054900366,0.41292027968358497,1.2231311564871366,2.0,63.5,6.5
,single,basic 6y,,1.0,0.0,telephone,660,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-08-27,28.327,-115.424,318a6868-3744-4468-81ce-b24baebf9b62,2015,36.0,4.9,160291,0,0,2012-05-21,1,2012,1193.0,3.2684931506849315,0,0.0,0.30595138306789604,0.30595138306789604,0.13420089467263116,0.13420089467263116,0.44015227774052723,1.0,660.0,1.0
manual,single,basic 4y,0.0,1.0,0.0,telephone,1681,1,999,0,nonexistent,1.1,94.0,-36.4,5191,yes,2016-04-02,26.306,-108.629,42d53bf7-60bb-4c16-901f-4b5ae323b51e,2016,25.0,4.9,116151,1,1,2012-09-13,13,2012,1297.0,3.5534246575342467,0,0.3870967741935484,3.6584425597532766,0.28141865844255975,0.3418056120374136,0.728902386230962,1.0103210446735218,1.0,1681.0,13.0
technical,married,high school,0.0,0.0,0.0,telephone,208,3,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-02-22,38.728,-80.469,900581a3-65c4-4d4c-a195-083042e5f5a5,2017,40.27111076831546,4.9,152335,2,2,2012-07-25,15,2012,1673.0,4.583561643835616,0,0.45161290322580644,3.272564255827854,0.6545128511655708,0.0422936152907686,0.493906518516575,1.1484193696821459,3.0,69.33333333333333,5.0
management,married,university degree,0.0,0.0,0.0,telephone,518,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-08-16,26.652,-112.742,8f78caf4-d1e3-4bc7-a41c-694267a1419a,2016,42.0,4.9,137792,2,2,2012-10-31,30,2012,1385.0,3.7945205479452055,1,0.9354838709677419,7.906137184115523,0.5270758122743682,0.10532736884912566,1.0408112398168676,1.5678870520912358,2.0,259.0,15.0
not_working,married,basic 4y,,1.0,0.0,telephone,316,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-08-26,40.723,-123.421,77434580-7a04-4228-a148-53d5c8989bc4,2015,40.27111076831546,4.9,162389,0,2,2012-08-13,1,2012,1108.0,3.0356164383561643,0,0.0,0.32942238267148016,0.32942238267148016,0.06425376169174461,0.06425376169174461,0.3936761443632248,1.0,316.0,1.0
technical,single,university degree,0.0,0.0,0.0,telephone,171,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2019-12-19,44.182,-67.458,104185eb-6d4a-4327-bc0a-5e50a781c269,2019,40.27111076831546,4.9,66776,1,1,2012-03-08,4,2012,2842.0,7.786301369863014,0,0.0967741935483871,0.513722730471499,0.12843068261787474,0.03477023180154534,0.13154442534993244,0.2599751079678072,1.0,171.0,4.0
administrative,single,basic 9y,,0.0,0.0,telephone,272,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-05-10,26.951,-114.389,9996ac4b-1d63-4be6-a24a-5363c046f515,2015,29.0,3.4631217494441535,139781,2,1,2012-05-10,29,2012,1095.0,3.0,1,0.9032258064516129,9.666666666666666,0.3333333333333333,0.05530703538023587,0.9585328418318487,1.291866175165182,1.0,272.0,29.0
manual,married,professional course,0.0,1.0,0.0,telephone,143,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-10-14,42.609,-124.81,c0238c3d-cc2c-4236-892e-007718d7255d,2017,38.0,4.9,169125,1,2,2012-06-05,19,2012,1957.0,5.361643835616438,0,0.5806451612903226,3.5436893203883497,0.37301992846193155,0.029076860512403414,0.609722021802726,0.9827419502646576,2.0,71.5,9.5
manual,divorced,basic 9y,0.0,1.0,0.0,telephone,572,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-09-14,33.782,-106.374,fba0bea4-8f20-43c9-a42e-664496423862,2018,45.0,4.9,151874,1,0,2012-06-14,2,2012,2283.0,6.254794520547946,0,0.03225806451612903,0.31975470871660094,0.15987735435830047,0.11630744204961366,0.1485655065657427,0.30844286092404316,1.0,572.0,2.0
administrative,married,university degree,0.0,0.0,0.0,telephone,573,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-09-10,44.504,-90.237,bbfd005d-97c8-4920-a31b-a8132b728127,2017,30.0,4.9,41246,1,2,2012-02-12,31,2012,2037.0,5.580821917808219,1,0.967741935483871,5.55473735886107,0.1791850760922926,0.1165107767385116,1.0842527122223826,1.2634377883146752,1.0,573.0,31.0
administrative,divorced,university degree,0.0,1.0,0.0,telephone,244,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-11-11,43.411,-89.991,ac840043-4e1c-4da6-b249-a217acaa4f28,2018,40.27111076831546,4.9,89737,0,0,2012-06-13,25,2012,2342.0,6.416438356164384,0,0.7741935483870968,3.8962425277540564,0.15584970111016225,0.04961366409109394,0.8238072124781907,0.9796569135883529,1.0,244.0,25.0
management,married,basic 4y,,1.0,0.0,telephone,384,3,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-04-30,39.293,-83.061,c0f4d2dd-f3f9-4d44-b565-1a39ca681590,2015,51.0,4.9,33923,0,2,2012-03-03,14,2012,1153.0,3.158904109589041,0,0.41935483870967744,4.431916738941891,0.9496964440589766,0.07808052053680357,0.497435359246481,1.4471318033054577,3.0,128.0,4.666666666666667
technical,divorced,professional course,0.0,0.0,0.0,telephone,240,3,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-09-15,42.545,-102.621,3c63aa61-1959-46cb-98c7-b235961d3681,2015,39.0,4.9,73134,2,1,2012-11-18,28,2012,1031.0,2.824657534246575,1,0.8709677419354839,9.91270611057226,1.0620756547041708,0.048800325335502236,0.9197680672709861,1.981843721975157,3.0,80.0,9.333333333333334
not_working,divorced,high school,,1.0,0.0,telephone,269,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-05-02,40.553,-110.053,3477c354-3b5b-4919-acdf-2d2d4cad7078,2018,44.0,4.9,144277,1,2,2012-07-11,23,2012,2121.0,5.810958904109589,0,0.7096774193548387,3.958038661008958,0.34417727487034416,0.05469703131354209,0.7643744506683808,1.108551725538725,2.0,134.5,11.5
manual,married,basic 9y,,1.0,0.0,telephone,488,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-10-19,26.459,-67.461,b7f31422-f5f0-4601-995b-c6921a110a34,2016,40.27111076831546,4.9,169074,1,0,2012-03-29,14,2012,1665.0,4.561643835616438,0,0.41935483870967744,3.069069069069069,0.21921921921921922,0.09922732818218788,0.5185821668918653,0.7378013861110846,1.0,488.0,14.0
management,single,university degree,0.0,1.0,0.0,telephone,83,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-11-24,45.18,-99.606,a5ffc091-2fa6-4803-813f-b07b2a448c10,2016,30.0,3.479722824707717,11996,2,1,2012-01-29,9,2012,1761.0,4.824657534246575,0,0.25806451612903225,1.8654173764906303,0.2072685973878478,0.016876779178527857,0.2749412953075601,0.4822098926954079,1.0,83.0,9.0
administrative,married,high school,0.0,1.0,0.0,telephone,100,4,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-06-30,40.955,-82.005,4608e0b6-aebb-4303-86c2-44f9a702a922,2016,46.0,4.9,120113,1,0,2012-10-15,27,2012,1354.0,3.7095890410958905,1,0.8387096774193549,7.278434268833087,1.0782865583456425,0.020333468889792598,0.8590431463091475,1.93732970465479,4.0,25.0,6.75
manual,married,basic 6y,,1.0,0.0,telephone,811,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-02-07,36.01,-117.222,a06c0b17-12a4-4786-b15d-bad98184a678,2018,34.0,4.9,114009,2,2,2012-02-19,28,2012,2180.0,5.972602739726027,1,0.8709677419354839,4.6880733944954125,0.3348623853211009,0.16490443269621796,1.035872174631702,1.370734559952803,2.0,405.5,14.0
management,married,basic 9y,0.0,0.0,0.0,telephone,890,26,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-11-28,32.739,-84.115,57647ba3-a99c-464e-bed8-42b8230e8e8f,2016,57.0,4.9,115845,1,2,2012-02-23,28,2012,1740.0,4.767123287671233,1,0.8709677419354839,5.873563218390804,5.454022988505747,0.18096787311915413,1.051935615054638,6.5059586035603845,26.0,34.23076923076923,1.0769230769230769
manual,divorced,basic 9y,,0.0,0.0,telephone,159,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-09-30,45.635,-123.637,6be1af4f-0002-42e6-be4e-4ca837f0da37,2017,47.0,4.9,118926,1,0,2012-07-28,19,2012,1890.0,5.178082191780822,0,0.5806451612903226,3.6693121693121693,0.3862433862433862,0.03233021553477023,0.6129753768250928,0.999218763068479,2.0,79.5,9.5
administrative,divorced,university degree,0.0,0.0,0.0,telephone,681,3,999,0,nonexistent,1.1,94.0,-36.4,5191,yes,2018-04-15,45.911,-97.084,4592c651-8081-47c9-bd34-a6e8b7b1d521,2018,45.0,4.9,69334,2,2,2012-10-09,19,2012,2014.0,5.517808219178082,0,0.5806451612903226,3.443396226415094,0.5436941410129096,0.13847092313948758,0.7191160844298102,1.2628102254427198,3.0,227.0,6.333333333333333
technical,married,basic 9y,0.0,0.0,0.0,telephone,443,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-01-04,39.024,-120.365,fed6dd19-4704-4b28-bfd0-68941073ec93,2016,36.0,4.9,106402,2,0,2012-10-11,12,2012,1180.0,3.232876712328767,0,0.3548387096774194,3.711864406779661,0.6186440677966102,0.09007726718178122,0.4449159768592006,1.0635600446558109,2.0,221.5,6.0
manual,divorced,basic 9y,0.0,0.0,0.0,telephone,1162,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-08-18,27.873,-71.18,b159ea99-82ef-48fd-a3e6-fff0d3401cac,2017,45.0,4.9,140429,0,0,2012-10-14,26,2012,1769.0,4.846575342465753,1,0.8064516129032258,5.364612775579424,0.41266252119841723,0.23627490849939,1.0427265214026158,1.455389042601033,2.0,581.0,13.0
management,married,university degree,0.0,0.0,1.0,telephone,1697,2,999,0,nonexistent,1.1,94.0,-36.4,5191,yes,2016-11-22,30.862,-104.719,9f267b12-8779-45cd-8c55-bd28bd576e7c,2016,56.0,3.9113507815603654,153178,2,0,2012-01-10,18,2012,1778.0,4.8712328767123285,0,0.5483870967741935,3.6951631046119235,0.41057367829021374,0.3450589670597804,0.8934460638339738,1.3040197421241877,2.0,848.5,9.0
manual,single,basic 6y,0.0,0.0,0.0,telephone,244,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-11-11,37.203,-68.851,53b49a0a-76e2-47d2-94af-ffcaf62112fa,2018,28.0,3.44652067418059,52244,0,1,2012-06-10,17,2012,2345.0,6.424657534246576,0,0.5161290322580645,2.646055437100213,0.3113006396588486,0.04961366409109394,0.5657426963491584,0.877043336008007,2.0,122.0,8.5
administrative,single,high school,0.0,0.0,0.0,telephone,860,2,999,0,nonexistent,1.1,94.0,-36.4,5191,yes,2018-05-21,36.463,-86.934,059408a4-08e9-4d0e-b21a-d95714d0857d,2018,30.0,4.9,120972,1,1,2012-08-17,18,2012,2103.0,5.761643835616439,0,0.5483870967741935,3.124108416547789,0.34712315739419874,0.17486783245221635,0.7232549292264099,1.0703780866206087,2.0,430.0,9.0
manual,divorced,basic 6y,0.0,1.0,0.0,telephone,295,1,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-11-15,32.975,-87.782,3ffbba7b-369b-4ff2-948d-89ae27f3cb19,2015,49.0,4.9,171400,2,1,2012-04-11,17,2012,1313.0,3.5972602739726027,0,0.5161290322580645,4.725818735719725,0.277989337395278,0.05998373322488817,0.5761127654829526,0.8541021028782306,1.0,295.0,17.0
technical,married,high school,,1.0,0.0,telephone,139,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-08-13,25.033,-113.397,6609d2dd-5830-4085-ad52-27d9f687415e,2016,40.27111076831546,4.9,31634,0,1,2012-05-19,25,2012,1547.0,4.238356164383561,0,0.7741935483870968,5.898513251454428,0.4718810601163543,0.028263521756811714,0.8024570701439084,1.2743381302602628,2.0,69.5,12.5
not_working,married,professional course,,0.0,0.0,telephone,280,5,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2019-05-11,30.089,-95.261,0a5aa999-d3de-4632-beb8-2e73ae9f88a1,2019,60.0,4.9,101475,2,1,2012-06-13,2,2012,2523.0,6.912328767123288,0,0.03225806451612903,0.2893380895759017,0.7233452239397542,0.056933712891419276,0.0891917774075483,0.8125370013473026,5.0,56.0,0.4
administrative,married,basic 9y,0.0,1.0,0.0,telephone,86,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-06-16,34.387,-109.159,75cd4027-7690-4c02-9c77-5bf07f115d5b,2016,26.0,4.9,90024,2,0,2012-08-19,32,2012,1397.0,3.8273972602739725,1,1.0,8.360773085182535,0.5225483178239084,0.017486783245221633,1.0174867832452217,1.54003510106913,2.0,43.0,16.0
technical,married,professional course,0.0,0.0,0.0,telephone,154,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-06-09,44.104,-105.262,1fbcd493-8760-42bb-9b98-dc0d69000fe4,2016,40.27111076831546,4.9,165906,1,2,2012-09-03,7,2012,1375.0,3.767123287671233,0,0.1935483870967742,1.8581818181818182,0.5309090909090909,0.0313135420902806,0.22486192918705478,0.7557710200961456,2.0,77.0,3.5
technical,married,professional course,,0.0,0.0,telephone,113,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-04-20,42.616,-115.717,c8c106e0-0e6f-427f-a9b5-5b075f2d2b2d,2018,40.27111076831546,4.9,57715,1,2,2012-05-22,22,2012,2159.0,5.9150684931506845,0,0.6774193548387096,3.7193144974525247,0.3381194997684113,0.022976819845465637,0.7003961746841753,1.0385156744525865,2.0,56.5,11.0
administrative,single,basic 9y,,1.0,0.0,telephone,83,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-07-27,34.017,-71.248,2f98c668-433c-45c4-9ed4-4f257e71f95d,2018,29.0,3.4631217494441535,121440,0,2,2012-03-14,9,2012,2326.0,6.372602739726028,0,0.25806451612903225,1.4122957867583834,0.31384350816852963,0.016876779178527857,0.2749412953075601,0.5887848034760897,2.0,41.5,4.5
technical,divorced,university degree,,1.0,1.0,telephone,297,8,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-02-22,35.324,-104.027,5df32c47-767a-4d6a-b5e1-e06d87aabf1f,2016,49.0,4.9,72816,1,2,2012-11-30,21,2012,1179.0,3.23013698630137,0,0.6451612903225806,6.5012722646310435,2.4766751484308736,0.06039040260268402,0.7055516929252647,3.182226841356138,8.0,37.125,2.625
management,married,university degree,0.0,,,telephone,291,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2016-03-29,35.521,-121.97,ba1bae65-80da-40a7-bd3d-8f96ed28a2f3,2016,48.0,4.9,63465,1,1,2012-05-21,9,2012,1408.0,3.8575342465753426,0,0.25806451612903225,2.333096590909091,0.5184659090909091,0.059170394469296464,0.3172349105983287,0.8357008196892377,2.0,145.5,4.5
management,married,high school,0.0,0.0,1.0,telephone,394,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-01-17,40.28,-107.647,6de6e549-cf77-49f9-97d6-bca76da72dd6,2015,37.0,3.595930351552661,148791,2,1,2012-07-16,28,2012,915.0,2.506849315068493,1,0.8709677419354839,11.169398907103826,0.7978142076502733,0.08011386742578284,0.9510816093612667,1.74889581701154,2.0,197.0,14.0
technical,married,university degree,,1.0,0.0,telephone,72,3,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-08-21,45.475,-98.913,b66ec824-ba51-4f33-90e4-91a5381a8d8c,2018,40.27111076831546,4.9,75572,0,0,2012-08-10,27,2012,2202.0,6.032876712328767,1,0.8387096774193549,4.475476839237057,0.497275204359673,0.014640097600650671,0.8533497750200055,1.3506249793796785,3.0,24.0,9.0
manual,married,basic 9y,,0.0,0.0,telephone,151,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-02-12,47.206,-75.036,f3b32a47-edd3-4d2d-b931-264b7c26e301,2018,40.27111076831546,4.9,34740,0,2,2012-11-21,19,2012,1909.0,5.23013698630137,0,0.5806451612903226,3.6327920377160816,0.3823991618648507,0.030703538023586822,0.6113486993139094,0.9937478611787601,2.0,75.5,9.5
technical,divorced,high school,0.0,1.0,0.0,telephone,312,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2019-06-30,30.18,-119.298,c67be113-b0d5-4cf6-9a86-009ff3f17076,2019,57.0,4.9,105610,1,0,2012-03-09,15,2012,2669.0,7.3123287671232875,0,0.45161290322580644,2.0513300861745973,0.27351067815661295,0.0634404229361529,0.5150533261619593,0.7885640043185722,2.0,156.0,7.5
technical,single,professional course,,0.0,0.0,telephone,474,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2019-01-19,39.517,-105.007,8e068ab1-8ed3-4fcf-aef3-8364accb58b8,2019,39.559022496750885,3.638412876622374,116821,2,2,2012-02-15,23,2012,2530.0,6.931506849315069,0,0.7096774193548387,3.318181818181818,0.2885375494071146,0.09638064253761691,0.8060580618924557,1.0945956112995703,2.0,237.0,11.5
manual,divorced,basic 9y,0.0,0.0,0.0,telephone,189,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-01-20,27.464,-69.522,a2c1847f-47c5-4506-aead-b85e7c29d18e,2017,42.0,3.6789357278704777,76890,0,2,2012-08-14,25,2012,1620.0,4.438356164383562,0,0.7741935483870968,5.632716049382716,0.4506172839506173,0.038430256201708014,0.8126238045888048,1.263241088539422,2.0,94.5,12.5
technical,married,high school,0.0,0.0,0.0,telephone,91,3,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-06-05,45.719,-114.391,1ad1f0ad-ad61-4831-b65d-d7de77cf0856,2017,52.0,3.844946480506111,81558,1,1,2012-08-28,19,2012,1742.0,4.772602739726027,0,0.5806451612903226,3.9810562571756605,0.6285878300803674,0.018503456689711265,0.5991486179800339,1.2277364480604014,3.0,30.333333333333332,6.333333333333333
administrative,married,university degree,,1.0,1.0,telephone,232,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2019-10-03,29.766,-74.774,40f247d4-4d04-43a2-ac8c-b9b3b77f0b2c,2019,55.0,3.8947497062968015,151754,2,1,2012-03-18,24,2012,2755.0,7.5479452054794525,0,0.7419354838709677,3.1796733212341195,0.26497277676951,0.04717364782431883,0.7891091316952866,1.0540819084647965,2.0,116.0,12.0
technical,married,professional course,0.0,1.0,0.0,telephone,446,2,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-08-28,28.016,-80.659,4cce8cf3-34fe-4ca4-b0ed-e52cf312b520,2015,40.27111076831546,4.9,41515,2,0,2012-04-17,29,2012,1228.0,3.3643835616438356,1,0.9032258064516129,8.61970684039088,0.5944625407166124,0.09068727124847499,0.9939130777000879,1.5883756184167002,2.0,223.0,14.5
administrative,married,high school,0.0,0.0,0.0,telephone,153,4,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2018-06-16,27.127,-104.677,73476980-d41f-44ea-a43a-27738575c5c8,2018,40.27111076831546,4.9,15061,1,0,2012-05-06,32,2012,2232.0,6.115068493150685,1,1.0,5.232974910394265,0.6541218637992832,0.031110207401382674,1.0311102074013827,1.6852320712006659,4.0,38.25,8.0
technical,divorced,high school,0.0,0.0,0.0,telephone,111,5,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2015-12-15,48.203,-90.983,0d17dec6-cf26-4cee-bccf-0c0a856de4f0,2015,39.559022496750885,3.638412876622374,27115,2,2,2012-08-22,5,2012,1210.0,3.315068493150685,0,0.12903225806451613,1.5082644628099173,1.5082644628099173,0.022570150467669785,0.1516024085321859,1.6598668713421032,5.0,22.2,1.0
technical,divorced,high school,0.0,1.0,0.0,telephone,72,3,999,0,nonexistent,1.1,94.0,-36.4,5191,no,2017-10-31,39.333,-83.246,6762dbb8-40e8-4fb3-a536-5dec36cfc8c9,2017,57.0,4.9,121791,0,2,2012-12-28,10,2012,1768.0,4.843835616438356,0,0.2903225806451613,2.06447963800905,0.619343891402715,0.014640097600650671,0.30496267824581197,0.9243065696485269,3.0,24.0,3.3333333333333335
